CaseID,concern_bomb,concern_cyber,severity_bomb,severity_cyber,publicKnow_bomb,publicKnow_cyber,expertKnow_bomb,expertKnow_cyber,cas_bomb,cas_cyber,likely_bomb,likely_cyber,risk_bomb,risk_cyber,DOV_XPARTY7,DOV_IDEO,DOV_REL2,PPAGE,ppagect4,PPEDUCAT,PPETHM,PPGENDER,PPINCIMP,PPREG4,ppreg9,PPNET,KnowGen,Pol_econ,Pol_survMusl,Pol_force,Pol_screenUS,Pol_screenForg,Pol_immig,Pol_refugME,Pol_trackPh,issue_econ,issue_immig,issue_debt,issue_energy,issue_health,issue_climate,issue_terror,issue_envi,issue_ineq,issue_women,inform_papers,inform_Fox,inform_CNN,inform_MSNBC,inform_network,inform_online,inform_radio,inform_socialMedia,safetyGen,Fear_self,Fear_family,Fear_friend
458,3,2,4,4,3,2,3,3,4,5,2,1,4,5,3,4,2,20,1,3,1,0,13,3,5,1,,2,,,4,4,3,3,3,4,3,4,3,4,2,4,2,2,3,2,2,1,1,2,2,2,2,3,2,2,2
460,4,1,,4,1,1,1,1,4,5,4,1,4,2,2,7,3,62,4,2,1,0,6,3,5,1,4,2,4,1,4,2,5,5,5,3,4,3,1,2,1,3,1,1,1,1,1,1,1,1,4,3,4,1,1,3,1
461,3,3,4,4,2,2,4,4,2,5,2,1,5,5,5,4,3,21,1,3,1,1,17,1,2,1,1,4,2,2,4,4,3,3,4,3,2,3,2,3,4,4,3,2,3,1,2,1,1,1,2,1,2,4,3,4,4
462,2,2,3,3,2,2,2,2,4,4,2,1,4,4,5,4,6,58,3,1,3,1,12,1,2,1,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,3,2,3,2,3,1,1,1,1,1,2,1,3,1,2,2
463,4,4,4,4,1,1,4,4,4,2,4,3,5,5,1,6,6,47,3,3,1,0,18,3,5,1,4,1,2,1,4,4,5,5,1,4,4,4,4,2,1,4,2,1,1,1,2,1,1,2,3,4,3,4,2,4,3
464,3,3,4,4,4,4,3,3,5,4,3,3,4,4,6,4,6,66,4,2,1,1,9,4,8,0,3,3,1,1,5,5,5,1,5,2,2,2,4,4,4,4,4,4,4,3,1,2,2,3,3,2,1,2,2,2,2
465,2,2,3,3,2,2,2,3,3,2,3,1,3,2,7,2,6,57,3,4,1,0,18,4,9,1,3,3,2,2,1,4,2,3,3,2,2,2,3,4,3,2,3,3,2,2,1,2,2,2,4,2,1,1,1,1,1
466,2,3,3,4,4,1,2,1,3,5,3,4,3,5,2,6,4,54,3,2,1,0,7,1,2,1,3,1,4,3,1,1,5,5,1,4,4,4,2,3,1,2,2,1,2,1,1,2,1,3,4,1,4,2,1,2,3
467,2,2,2,2,2,2,3,3,4,4,3,3,4,4,6,3,6,37,2,2,2,1,13,3,5,0,4,4,2,2,4,4,4,4,3,2,4,3,3,3,4,4,4,2,3,3,2,1,1,3,1,2,2,4,1,1,1
468,1,1,1,1,1,1,1,1,5,5,3,3,4,4,1,6,4,25,1,1,1,1,9,4,9,1,1,2,2,3,1,5,3,4,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
469,2,2,2,2,2,2,2,2,3,3,1,1,3,3,7,2,6,37,2,2,1,0,4,3,5,0,2,3,1,2,3,3,2,1,3,4,2,3,3,4,3,3,3,4,4,1,1,2,1,3,1,1,3,2,1,1,1
470,2,3,3,3,3,3,4,4,4,5,4,4,5,5,5,7,1,66,4,3,2,1,16,2,3,1,3,3,2,3,2,3,3,3,3,3,2,2,4,3,4,4,4,2,2,2,2,3,2,4,2,3,2,2,2,2,3
471,,,,,,,,,,,,,,,1,4,3,84,4,1,4,1,14,2,3,1,2,,,,,,,,,1,4,2,3,3,3,2,2,4,2,,,,,,,,,4,,,
472,3,3,,,,,,,,,,,,,4,4,6,40,2,4,1,0,17,1,1,0,3,,,,,,,,,3,2,3,3,3,1,3,2,2,3,1,1,1,1,1,1,1,1,3,2,4,4
473,3,3,4,3,3,2,3,3,5,5,3,3,4,4,6,4,3,65,4,3,1,1,15,2,4,1,1,3,4,4,5,5,5,5,5,3,3,3,2,3,3,3,1,2,2,2,2,2,2,2,1,1,2,1,3,3,3
474,3,3,3,3,1,1,3,3,4,3,3,2,4,2,3,6,2,44,2,4,1,0,18,2,3,1,3,1,3,1,3,4,5,5,1,3,3,4,2,2,1,3,1,1,1,1,2,1,1,2,2,3,1,1,1,1,1
475,2,2,3,4,3,2,3,4,3,5,2,2,2,3,5,5,6,68,4,2,1,0,13,4,9,1,2,2,1,3,3,4,,5,5,3,1,3,3,4,2,4,3,2,3,3,2,2,1,3,2,2,1,3,2,2,2
476,2,3,4,4,3,2,3,2,3,5,3,3,4,3,1,6,5,76,4,3,1,1,12,4,8,1,2,1,2,1,5,5,3,3,3,4,3,4,2,3,2,4,2,2,3,4,3,2,1,2,3,2,1,3,1,2,1
477,3,2,3,3,4,2,3,3,4,5,3,2,4,3,1,5,4,21,1,3,1,0,15,2,4,1,2,3,4,4,3,4,4,5,4,3,3,3,3,2,3,3,3,2,2,2,3,2,2,4,3,2,2,3,2,2,2
478,3,2,3,3,3,3,2,3,4,2,2,1,4,3,6,2,4,59,3,3,2,1,15,2,3,1,2,3,2,3,4,4,3,2,4,2,2,2,3,4,3,4,3,3,3,4,1,1,1,3,2,3,2,2,2,2,2
479,4,3,4,4,2,2,2,3,4,5,3,1,3,3,6,3,6,54,3,4,1,1,14,4,8,1,1,3,1,1,4,4,2,3,4,4,2,3,2,3,4,3,4,3,4,2,2,2,2,2,2,1,1,3,3,3,2
480,2,2,4,4,4,4,2,1,3,4,3,1,4,3,5,3,6,62,4,4,1,1,14,1,1,1,2,4,1,4,4,4,1,1,5,2,1,2,3,4,4,3,3,3,4,2,1,2,2,2,1,2,1,2,1,1,1
481,2,3,2,4,3,3,3,2,3,5,1,1,2,3,2,4,5,57,3,2,1,0,13,3,5,1,3,4,2,3,3,5,4,4,3,3,3,4,4,4,3,4,4,3,3,2,1,1,1,3,1,2,2,3,2,2,2
482,2,2,4,4,2,2,1,1,3,5,2,2,2,3,7,2,6,71,4,4,1,1,11,1,2,1,1,4,1,1,2,2,1,1,2,3,3,4,3,3,3,3,3,3,3,2,1,2,2,2,1,2,1,2,1,1,1
483,2,2,4,3,3,2,2,2,4,4,3,3,4,3,4,4,4,47,3,2,5,0,9,4,8,0,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3
485,3,3,3,4,1,1,2,1,2,4,4,4,,,3,4,2,55,3,2,1,0,1,1,1,1,1,1,3,1,3,4,3,5,5,2,4,4,3,2,1,4,3,2,4,1,1,1,1,1,2,2,3,1,1,1,1
486,3,3,4,3,4,2,2,1,4,5,4,2,5,3,1,6,6,57,3,4,1,1,19,1,2,1,2,1,3,2,3,4,3,4,4,2,4,2,2,3,2,4,3,2,2,2,2,3,3,3,1,2,1,4,2,4,3
487,3,3,4,4,4,4,4,4,4,4,3,3,4,3,7,4,4,59,3,2,4,1,8,4,8,0,3,4,2,3,3,3,3,3,3,2,2,2,2,3,3,4,3,2,3,1,2,2,2,4,1,2,1,4,2,2,2
488,2,2,4,4,3,1,3,2,3,5,3,2,4,5,7,2,2,68,4,4,1,1,19,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,3,3,4,2,4,3,3,4,1,3,3,2,1,3,1,1,1,1,1
489,2,2,3,3,1,1,1,1,1,1,3,3,3,3,4,2,2,20,1,2,2,1,2,3,5,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
490,2,2,4,4,3,3,3,3,5,5,2,2,3,3,3,4,6,24,1,3,1,1,13,3,6,1,3,2,2,4,4,5,4,4,5,3,3,4,3,4,4,3,4,3,4,1,3,1,1,3,3,1,3,2,1,1,1
491,3,3,4,4,3,3,2,2,4,4,4,4,5,5,7,5,4,57,3,2,4,0,15,3,7,1,2,1,2,2,5,5,3,4,5,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,1,2,1,2,2,2,2
492,2,2,4,4,2,2,4,4,5,1,4,3,4,4,1,7,5,25,1,2,1,0,16,2,3,1,3,2,4,2,5,5,5,4,5,2,1,2,2,2,3,3,3,1,1,1,1,1,1,4,1,1,1,3,1,1,1
493,2,1,3,4,2,1,3,3,4,5,2,1,2,2,1,6,3,62,4,2,1,1,13,2,3,1,2,2,1,1,5,5,4,3,5,3,3,4,3,3,2,4,3,3,2,2,1,1,1,3,1,1,2,4,2,2,2
494,3,3,4,4,3,3,3,3,3,5,3,2,4,2,7,1,5,70,4,3,1,0,16,4,8,1,2,3,1,1,4,3,1,1,1,3,3,4,3,4,4,4,4,4,4,2,1,1,3,4,2,2,4,1,2,3,3
495,3,3,4,4,2,2,2,2,4,4,2,2,4,4,2,6,2,81,4,3,1,0,11,2,4,1,2,,4,4,4,4,3,4,,2,3,4,2,4,3,3,2,2,3,2,3,3,2,4,3,2,4,2,1,1,1
496,2,2,4,4,1,1,4,4,5,5,1,1,5,5,5,4,2,18,1,1,1,0,17,2,3,1,2,2,1,3,5,5,4,2,3,3,1,4,4,1,2,4,3,3,4,1,1,2,1,2,3,4,2,4,2,3,4
497,3,3,4,4,2,1,2,2,5,5,4,2,4,4,1,6,2,74,4,3,1,1,11,2,4,1,2,3,4,2,5,5,5,5,5,2,3,3,3,2,1,3,2,2,2,2,3,1,1,2,2,1,1,3,2,3,2
498,3,2,3,2,2,3,1,2,3,1,2,2,4,4,2,5,2,50,3,4,1,0,19,4,9,1,3,4,2,2,5,5,5,5,5,3,1,4,1,1,3,2,2,1,1,4,2,4,4,4,4,3,2,1,2,2,2
499,2,2,1,2,1,2,3,2,2,3,2,1,2,3,3,5,4,44,2,3,1,0,5,3,6,1,2,2,1,2,3,4,2,3,1,3,2,3,3,,2,3,3,2,2,1,1,1,1,2,2,1,2,2,1,1,2
500,3,2,4,4,4,1,2,1,4,1,2,1,3,2,6,2,6,18,1,1,4,0,19,1,2,1,4,3,1,1,3,3,1,1,1,3,3,2,3,3,4,3,4,4,4,1,1,3,1,2,3,1,3,2,1,1,1
501,1,3,2,1,2,1,3,4,4,4,3,1,3,5,6,3,2,80,4,3,1,1,9,4,9,1,2,2,1,3,4,4,3,2,3,3,2,3,2,2,2,4,2,3,3,3,2,3,3,4,2,2,1,3,1,1,1
502,2,2,1,1,1,1,3,3,2,3,1,1,2,1,2,4,1,55,3,4,1,0,17,3,5,1,4,1,1,1,4,4,3,4,1,4,2,3,1,3,2,2,2,1,2,2,2,4,1,3,4,3,2,2,1,2,1
503,3,4,3,4,1,3,1,4,3,5,2,3,2,4,3,5,4,75,4,4,1,1,13,3,5,1,3,3,1,2,4,4,2,1,4,3,3,4,3,4,3,4,3,4,4,4,4,1,2,3,2,2,2,3,2,3,4
504,3,1,3,3,2,1,2,2,2,4,3,2,3,4,1,6,6,48,3,2,1,0,13,3,6,1,1,2,3,3,4,5,5,5,5,3,2,3,2,2,1,3,2,2,2,2,2,1,1,2,1,2,1,4,1,1,1
505,1,3,3,4,2,1,3,3,3,2,1,1,2,2,5,4,3,57,3,3,1,0,15,2,4,0,3,1,3,3,4,5,5,5,5,3,3,3,2,3,2,4,3,1,1,4,1,2,2,4,1,3,1,1,1,1,1
506,3,3,4,3,2,1,2,1,4,5,2,2,3,3,3,2,6,23,1,3,4,0,5,4,8,1,1,2,3,3,3,3,3,5,4,4,3,3,2,4,3,4,3,2,3,1,1,2,1,3,1,2,2,3,2,3,3
507,4,3,4,4,3,3,3,3,4,5,3,1,4,1,7,4,6,49,3,1,1,1,1,2,3,1,3,4,4,1,3,3,5,5,4,3,3,2,2,3,3,4,2,3,2,2,4,2,2,4,4,2,4,4,3,3,3
508,2,2,2,2,2,2,2,2,3,3,2,3,3,3,5,7,6,41,2,2,1,0,10,2,3,0,3,2,2,2,3,3,3,3,3,2,2,3,1,2,3,2,2,2,2,2,3,3,3,2,3,2,3,3,2,2,2
509,2,2,3,4,3,3,3,3,3,5,2,2,3,3,6,2,6,25,1,4,1,0,16,2,3,1,1,2,1,1,3,3,2,2,2,3,3,2,3,3,4,3,4,3,3,2,1,2,2,3,2,2,2,1,1,1,1
511,4,4,4,4,4,1,3,3,4,5,2,1,4,4,2,4,2,84,4,1,1,1,12,1,2,1,1,2,2,2,4,4,3,4,4,2,2,2,3,4,2,4,3,3,1,1,3,2,1,4,1,2,2,2,2,3,3
512,3,3,3,4,3,3,2,2,2,3,2,2,4,4,6,4,3,74,4,2,1,1,12,4,8,1,2,2,2,2,4,5,4,4,4,3,3,3,3,4,3,3,2,2,2,4,2,3,2,4,2,1,1,3,2,2,2
513,2,2,2,3,2,2,2,2,2,4,2,2,3,3,5,3,4,61,4,4,1,0,14,4,8,1,2,3,1,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,1,1,2,1,2,1,1,1,2,2,2,2
514,2,2,4,4,2,2,1,1,4,5,3,3,3,4,7,4,1,66,4,1,2,1,4,3,6,1,2,1,2,2,4,4,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,3,3,3
515,4,3,3,4,3,3,2,2,3,5,2,2,4,3,6,4,2,65,4,2,1,1,9,2,3,1,2,2,1,2,5,5,2,3,5,3,3,3,3,3,2,4,3,2,2,4,4,4,2,3,4,3,4,4,3,3,3
516,2,1,2,2,3,1,2,3,2,4,3,2,2,3,2,5,4,43,2,4,1,1,12,3,7,1,2,1,1,2,3,3,4,4,4,2,3,3,2,3,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1
517,2,2,2,2,2,2,2,2,3,5,3,2,3,3,6,4,5,46,3,2,1,0,9,1,2,0,2,2,2,1,5,5,1,4,5,2,2,4,4,2,2,4,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2
518,3,2,4,1,2,1,3,3,2,5,3,2,4,2,5,4,2,23,1,4,1,1,6,2,3,1,2,3,1,3,2,3,1,1,2,2,2,3,2,3,2,3,3,4,4,2,1,1,1,2,3,4,4,3,1,3,1
519,2,2,4,3,2,1,2,2,4,4,2,2,3,3,1,6,2,55,3,3,1,1,10,4,9,1,2,2,2,2,2,4,4,2,3,3,3,3,2,3,2,3,3,2,3,1,2,1,1,3,2,2,2,2,2,3,3
520,2,2,3,3,1,1,2,2,4,4,2,1,1,1,2,4,5,64,4,3,4,1,5,4,8,0,1,3,2,1,4,5,3,2,1,3,3,3,3,3,2,3,3,3,3,2,1,1,1,2,1,2,1,2,2,2,2
521,3,3,3,3,1,1,3,3,3,3,2,2,3,3,7,2,1,56,3,2,2,1,8,3,7,1,2,1,2,3,4,4,4,3,4,3,3,3,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,4,3,3,3
522,2,3,2,2,1,1,1,3,3,4,3,3,4,5,7,4,6,68,4,3,4,0,9,4,9,0,3,2,3,4,4,5,5,5,5,4,4,4,4,3,4,4,4,4,4,3,3,1,3,3,2,4,1,4,2,3,1
523,2,2,1,1,2,2,3,3,3,3,2,2,3,3,6,3,2,59,3,2,1,0,12,4,9,1,1,3,3,2,3,3,3,3,4,2,2,3,2,2,3,3,2,2,2,2,1,,1,3,3,1,3,2,2,2,2
524,2,1,4,2,3,1,4,4,3,1,2,1,2,1,4,4,6,44,2,3,4,0,11,4,9,1,3,1,1,3,2,2,2,2,1,2,1,4,2,3,4,2,4,2,3,2,1,2,1,2,4,3,1,1,1,1,2
525,1,1,3,3,1,1,2,2,3,3,2,1,3,3,5,4,6,36,2,4,1,0,18,3,5,1,1,2,1,4,3,3,3,3,3,1,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
526,3,3,2,3,3,3,3,3,3,2,3,2,4,3,5,4,2,31,2,2,1,0,16,2,4,1,2,2,1,1,3,3,2,2,1,3,1,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,1,1,2,2
527,2,2,3,3,1,1,1,1,3,3,2,2,3,3,1,5,2,53,3,3,1,1,17,3,7,1,1,3,3,4,5,5,5,5,5,1,1,3,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1
528,2,1,3,3,3,2,1,1,3,5,3,3,,2,6,2,6,18,1,1,4,1,12,3,5,1,3,2,1,2,2,2,1,2,2,3,3,3,3,2,2,2,2,3,4,1,1,3,1,2,4,2,3,4,1,2,3
529,2,2,3,4,2,1,2,1,3,5,2,1,3,2,5,4,6,35,2,4,1,0,15,1,1,1,2,3,,1,3,3,3,3,1,3,2,3,3,2,1,2,2,2,3,2,1,2,2,2,2,2,1,1,1,2,2
530,2,3,3,4,1,1,3,1,4,3,3,2,3,3,3,4,6,23,1,3,1,0,5,2,3,1,2,3,1,2,4,4,2,2,5,3,2,3,3,3,3,3,4,2,2,2,3,1,1,2,3,2,3,2,1,1,1
531,3,3,3,3,1,2,2,2,3,3,3,2,3,3,6,4,4,58,3,4,1,1,19,2,3,1,2,2,1,2,3,2,2,3,2,2,2,3,3,3,2,2,3,3,3,2,2,2,1,2,1,2,2,2,2,2,2
532,4,3,4,4,4,1,2,1,2,5,4,3,5,3,3,5,4,43,2,4,3,1,16,2,3,1,4,2,1,2,5,5,3,2,2,4,4,4,3,2,2,4,4,2,4,3,2,3,3,4,3,3,4,4,2,2,2
533,4,3,4,4,4,4,4,4,4,5,1,1,5,5,7,1,6,27,1,2,4,0,6,1,2,0,4,4,1,1,5,5,1,1,5,3,3,3,3,3,3,4,3,3,3,2,1,1,1,4,4,1,4,4,4,4,4
534,2,2,1,3,1,1,1,1,2,5,2,2,1,1,5,4,6,39,2,2,1,1,16,1,2,1,2,1,1,4,3,4,3,5,2,1,2,3,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1
535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,32,2,4,1,1,13,2,3,0,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
536,3,4,4,4,1,1,2,2,3,4,2,2,1,3,3,5,2,54,3,2,1,0,6,3,5,0,3,1,2,3,5,5,5,5,5,3,3,4,3,4,2,4,2,3,3,2,4,3,2,4,3,3,2,4,2,2,2
537,3,4,4,3,4,3,3,2,5,3,3,3,4,4,5,6,6,65,4,2,2,1,5,2,3,1,2,3,2,2,4,4,3,4,5,3,2,3,4,3,4,4,3,4,2,3,3,3,3,4,2,2,2,4,4,4,4
538,,,,,,,,,,,,,,,4,,,26,1,3,2,0,7,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,3,2,3,4,4,2,4,4,4,5,4,4,4,5,5,2,6,44,2,2,5,1,9,3,6,1,1,3,1,3,3,2,2,2,3,3,3,3,3,3,4,3,4,3,3,1,1,1,1,2,3,2,3,3,1,1,1
540,1,1,4,3,1,1,3,3,4,3,1,2,3,3,7,4,5,21,1,3,1,0,8,2,4,1,1,2,2,3,3,4,3,3,3,2,1,1,2,2,1,2,1,3,2,1,3,2,2,3,2,3,3,3,1,1,2
541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,6,35,2,2,1,1,1,1,2,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
542,3,3,3,3,1,1,2,2,3,4,3,2,4,3,5,4,2,68,4,4,1,1,9,2,3,0,2,2,3,3,5,4,4,4,5,2,3,3,3,3,2,3,3,2,2,1,1,1,1,1,1,1,1,3,3,3,3
543,3,2,4,2,2,2,1,1,3,3,4,2,4,3,3,4,6,35,2,3,1,1,8,3,7,0,1,1,3,2,3,4,5,5,4,4,3,4,2,3,2,3,2,3,2,1,2,2,2,2,2,2,2,3,2,2,2
544,4,4,4,4,1,1,1,1,5,5,2,2,5,5,3,4,2,51,3,3,1,1,16,1,2,1,1,4,1,1,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,4,3,3,4,4,4
545,1,1,4,2,4,4,1,1,4,2,2,1,3,2,5,4,6,41,2,2,1,0,12,4,9,1,2,1,1,4,3,3,2,3,3,2,1,4,1,3,3,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1
546,3,2,4,4,2,2,3,3,4,4,4,4,5,5,6,4,4,42,2,3,2,1,10,3,6,0,3,3,2,2,5,5,3,3,5,4,2,3,4,4,2,4,3,3,4,3,4,4,4,4,3,2,4,4,3,3,3
547,4,4,3,3,2,2,2,2,4,3,3,3,3,3,3,4,6,42,2,2,1,0,11,1,2,0,4,2,3,4,3,2,2,2,2,3,4,3,3,3,3,4,3,3,3,2,2,2,2,2,1,2,2,3,3,3,3
548,1,1,4,3,3,3,1,2,2,1,1,1,3,1,5,2,6,72,4,2,2,0,4,2,4,0,2,3,1,3,3,3,3,3,3,3,1,1,1,3,2,2,1,4,1,2,3,4,4,4,1,2,2,5,2,2,2
549,3,3,3,4,1,1,2,3,3,4,3,3,3,4,1,6,2,61,4,2,1,0,9,2,3,1,4,1,2,1,4,4,5,5,1,3,3,4,2,3,1,3,1,3,2,4,4,1,1,3,2,3,1,3,1,2,1
550,3,2,4,3,4,1,3,3,4,4,3,1,4,4,2,7,1,57,3,4,1,0,17,2,3,1,1,3,3,2,4,4,4,4,4,4,2,4,2,4,2,3,2,1,3,3,2,1,1,1,3,2,1,1,1,1,1
551,2,2,3,2,2,1,1,2,3,2,2,2,1,1,7,2,6,34,2,4,1,0,9,4,9,1,3,4,1,2,3,5,1,2,1,4,2,2,3,4,4,2,4,4,3,3,2,2,2,2,4,2,2,2,1,1,1
552,2,2,3,3,3,1,1,3,4,5,2,1,4,5,3,5,1,21,1,3,1,1,16,4,9,1,1,1,1,2,4,4,2,2,3,2,1,2,2,4,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1
553,3,3,2,3,2,2,1,1,3,3,3,3,3,3,1,6,6,58,3,2,1,0,1,2,3,1,3,1,4,4,4,5,5,5,3,4,4,4,2,4,1,4,2,1,2,1,4,1,1,1,2,3,1,2,1,2,1
554,2,1,3,2,3,2,3,2,2,5,2,1,5,3,7,2,5,27,1,4,1,1,13,1,2,1,1,3,1,1,5,5,1,1,3,2,2,3,3,4,3,3,3,3,2,2,1,3,1,3,4,3,4,2,1,1,1
555,4,4,4,4,2,3,1,1,3,5,3,2,4,3,3,4,2,34,2,2,4,1,11,4,8,1,1,1,1,2,1,4,3,2,2,3,2,3,2,4,2,4,3,2,2,2,1,3,2,3,2,2,1,4,2,2,2
556,3,3,4,4,3,1,3,1,3,5,3,2,3,3,3,6,2,50,3,4,1,1,16,1,1,1,3,1,1,2,1,3,2,4,1,3,3,4,2,2,1,4,2,2,2,3,2,2,2,2,4,2,3,3,1,2,2
557,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,6,26,1,4,5,0,6,3,6,1,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
558,4,3,4,4,4,1,1,1,5,5,4,3,4,4,5,4,6,66,4,3,1,1,17,4,9,1,3,2,4,1,1,4,5,5,3,3,4,3,2,4,4,3,2,2,3,4,3,2,2,4,3,3,2,3,1,1,1
559,3,3,3,4,2,2,1,2,3,5,3,3,3,4,3,6,4,66,4,4,1,1,19,2,4,1,3,1,3,3,5,5,5,4,5,3,4,3,2,2,1,4,2,1,3,3,3,1,1,2,2,2,2,4,2,3,2
560,4,4,4,4,3,3,3,3,5,5,3,3,3,3,2,4,4,59,3,2,1,1,5,3,7,1,1,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,1,2,1,1,3,1,1,1,2,2,2,2
561,3,2,4,3,4,1,1,1,2,4,4,2,5,2,1,6,2,67,4,4,1,0,16,3,5,1,4,2,3,3,5,5,5,5,5,4,4,4,2,2,1,4,1,1,3,4,4,4,1,4,2,3,1,3,1,2,2
562,3,3,3,4,4,4,2,2,4,4,4,4,4,5,7,4,5,69,4,3,1,1,11,4,9,1,2,2,2,2,5,5,3,4,4,3,3,2,2,2,4,4,4,2,2,1,2,1,2,3,2,1,1,3,1,1,1
563,3,3,4,3,3,2,3,2,4,5,3,4,5,4,6,4,2,70,4,2,1,1,6,1,2,1,2,3,4,3,4,4,3,5,3,4,3,4,4,4,4,4,3,3,3,4,4,4,2,4,2,2,3,3,2,2,2
564,2,2,4,4,1,1,2,2,4,4,3,3,3,3,5,4,6,48,3,2,1,0,11,4,9,1,1,1,1,1,3,3,3,3,3,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,2,2
565,2,2,3,3,3,3,1,1,4,5,3,3,4,4,3,5,4,80,4,2,1,1,11,3,5,0,2,2,2,2,5,5,4,4,3,2,2,3,2,2,1,4,1,1,1,1,3,3,2,3,1,1,1,3,1,1,1
566,3,2,2,4,1,1,3,2,3,5,2,1,3,3,6,6,3,28,1,4,2,0,16,3,7,1,2,3,1,1,2,4,3,3,4,3,3,3,2,3,3,3,3,3,3,2,2,4,2,2,3,2,1,2,1,1,1
567,1,1,3,2,2,2,2,2,2,3,2,1,2,1,5,3,6,41,2,4,1,0,1,3,5,1,2,3,1,1,1,2,1,1,1,3,2,2,3,4,2,2,2,2,2,4,1,1,1,1,2,2,2,1,1,1,1
569,3,2,4,4,3,1,4,4,4,5,2,1,4,3,3,6,2,77,4,2,4,1,7,4,9,0,2,1,4,3,5,5,4,4,5,2,3,3,2,3,2,4,3,2,3,1,2,3,2,2,2,3,1,2,2,3,2
570,3,2,3,2,3,3,3,2,4,3,3,2,4,3,5,3,1,24,1,1,4,1,19,4,9,1,3,3,2,3,4,4,3,4,4,4,3,3,3,2,3,4,4,3,4,3,3,2,3,2,4,2,3,2,3,3,4
571,2,2,3,4,2,1,1,1,4,5,2,1,3,2,3,4,6,61,4,3,1,0,9,4,9,1,2,1,3,3,4,4,5,5,4,4,4,4,2,3,2,4,3,3,2,2,2,2,2,2,3,2,1,3,2,2,2
573,3,3,4,4,1,1,2,2,5,5,2,2,3,3,2,4,4,40,2,4,1,0,18,1,2,1,4,3,4,2,5,5,5,5,5,3,4,4,3,2,1,4,3,1,1,3,4,2,1,3,3,2,4,1,1,1,1
574,2,2,3,3,3,3,3,3,4,4,2,2,3,3,6,4,6,21,1,3,1,0,16,1,2,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3
575,1,1,1,4,2,2,2,2,2,5,2,2,1,1,7,3,6,44,2,4,1,1,19,2,3,1,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,1,1,1,1,1,1
576,2,2,4,4,2,1,4,4,4,5,2,1,1,1,5,2,6,52,3,3,1,0,16,2,3,1,3,1,1,1,5,5,1,1,1,3,2,3,2,2,4,2,4,3,4,1,2,2,2,3,3,2,3,1,1,1,1
577,2,2,4,4,3,3,2,2,4,4,2,2,3,2,3,4,6,21,1,2,1,0,16,2,3,1,2,3,3,4,5,4,5,5,5,4,2,2,2,3,2,3,2,2,2,2,3,4,3,3,2,2,2,3,3,3,3
578,4,4,4,4,1,1,2,2,3,4,3,3,4,4,4,,6,66,4,2,5,1,12,4,9,1,2,1,4,,3,3,5,5,1,2,4,4,2,2,1,4,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2
579,3,3,3,4,2,1,3,3,3,4,2,3,4,5,1,6,5,46,3,1,1,1,6,2,3,1,1,3,4,4,5,5,5,5,4,2,3,4,3,3,2,3,2,2,2,1,4,1,1,2,1,1,1,3,2,3,2
580,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,6,33,2,4,4,1,4,3,5,0,1,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,5,2,2,2
